numero_catastro,propietario,ci,direccion,zona,distrito,manzano,lote,superficie_terreno,area_construida,uso_suelo,matricula_ddrr,valor_catastral,impuesto_anual,latitud,longitud,zona_original,zona_canonica,distrito_original,distrito_corregido,comuna_corregida,motivo_validacion
06-16-049-2786-000,Paulina Rovira Ponce,8032403 CBBA,Av. Blanco Galindo NÂ° 4582,MUYURINA,1,182,15,1159,444,Educativo,3.01.1.50.9584678,783484,1175.23,-17.3576,-66.148809,MUYURINA,MUYURINA,1,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-08-681-1857-000,Paulina Rovira Ponce,8032403 CBBA,Av. Beijing NÂ° 3031,ALALAY NORTE,13,142,18,653,309,Residencial,3.01.1.40.7184279,1578954,2368.43,-17.381852,-66.179245,ALALAY NORTE,ALALAY NORTE,13,6,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-17-604-5343-000,Paulina Rovira Ponce,8032403 CBBA,Av. VillazÃ³n NÂ° 4702,NORESTE,2,637,15,770,502,Mixto,3.01.1.18.8029749,733040,1099.56,-17.347496,-66.171798,NORESTE,NORESTE,2,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-14-034-4214-000,Paulina Rovira Ponce,8032403 CBBA,Av. Beijing NÂ° 742,CALA CALA,13,565,43,839,349,Industrial,3.01.1.64.3504346,1278636,1917.95,-17.392613,-66.189992,CALA CALA,CALA CALA,13,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-17-301-9763-000,Nayara Llanos Palma,4595152 CBBA,Av. Melchor PÃ©rez NÂ° 1225,VALLE HERMOSO OESTE,7,670,6,430,359,Residencial,3.01.1.16.1492190,737450,1106.17,-17.4349,-66.161466,VALLE HERMOSO OESTE,VALLE HERMOSO OESTE,7,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-05-631-2134-000,Nayara Llanos Palma,4595152 CBBA,Av. CircunvalaciÃ³n NÂ° 1872,PUKARA GRANDE NORTE,11,511,11,637,512,Residencial,3.01.1.15.2163587,1382927,2074.39,-17.403812,-66.198437,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,11,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-14-497-7351-000,Nayara Llanos Palma,4595152 CBBA,Av. VillazÃ³n NÂ° 2240,SUDESTE,12,316,45,1041,874,Comercial,3.01.1.12.1444446,1454277,2181.42,-17.440302,-66.159467,SUDESTE,SUDESTE,12,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-18-760-7280-000,Nayara Llanos Palma,4595152 CBBA,Av. CircunvalaciÃ³n NÂ° 2075,LAS CUADRAS,14,897,42,174,165,Educativo,3.01.1.78.2215109,232812,349.22,-17.386995,-66.173884,LAS CUADRAS,LAS CUADRAS,14,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-06-505-1661-000,Soledad Crescencia Rubio Olmo,7223179 CBBA,Av. CircunvalaciÃ³n NÂ° 3945,SUDOESTE,14,758,36,1167,868,Mixto,3.01.1.37.6371126,2418024,3627.04,-17.386627,-66.177613,SUDOESTE,SUDOESTE,14,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-05-722-9743-000,Soledad Crescencia Rubio Olmo,7223179 CBBA,Av. CircunvalaciÃ³n NÂ° 923,NORESTE,2,459,28,390,99,Mixto,3.01.1.53.9705965,551070,826.61,-17.445172,-66.115318,NORESTE,NORESTE,2,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-07-251-5212-000,Soledad Crescencia Rubio Olmo,7223179 CBBA,Av. AmÃ©rica NÂ° 4935,TUPURAYA,3,217,45,997,952,Industrial,3.01.1.78.9349024,1532389,2298.58,-17.400388,-66.183528,TUPURAYA,TUPURAYA,3,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-15-547-5367-000,Ãngel de Tello,9006597 CBBA,Av. VillazÃ³n NÂ° 2898,CONDEBAMBA,3,607,26,177,97,Salud,3.01.1.66.2503792,209037,313.56,-17.465194,-66.147056,CONDEBAMBA,CONDEBAMBA,3,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-14-715-1921-000,Ãngel de Tello,9006597 CBBA,Av. AmÃ©rica NÂ° 1100,SARCOBAMBA,15,705,21,209,166,Residencial,3.01.1.25.5404509,133760,200.64,-17.411007,-66.207225,SARCOBAMBA,SARCOBAMBA,15,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-12-066-5339-000,Ãngel de Tello,9006597 CBBA,Av. CircunvalaciÃ³n NÂ° 2528,LA MAICA,11,28,34,488,423,Industrial,3.01.1.82.7511898,768600,1152.9,-17.388639,-66.190612,LA MAICA,LA MAICA,11,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-11-246-4375-000,Macaria Collado,3877874 CBBA,Av. VillazÃ³n NÂ° 3926,TEMPORAL PAMPA,11,884,31,760,646,Residencial,3.01.1.66.3702144,1075400,1613.1,-17.425431,-66.169355,TEMPORAL PAMPA,TEMPORAL PAMPA,11,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-03-139-7183-000,Macaria Collado,3877874 CBBA,Av. Melchor PÃ©rez NÂ° 1569,LACMA,12,962,15,307,197,Salud,3.01.1.18.7060660,403091,604.64,-17.442733,-66.156392,LACMA,LACMA,12,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-12-351-4574-000,Ildefonso Sevillano GutiÃ©rrez,2870106 CBBA,Av. Beijing NÂ° 1415,SARCO,3,630,3,789,63,Mixto,3.01.1.46.2032553,725880,1088.82,-17.385179,-66.196207,SARCO,SARCO,3,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-06-755-4655-000,Ildefonso Sevillano GutiÃ©rrez,2870106 CBBA,Av. Blanco Galindo NÂ° 4442,LA MAICA,15,757,9,773,524,Educativo,3.01.1.59.6825135,567382,851.07,-17.382292,-66.172707,LA MAICA,LA MAICA,15,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-05-103-4595-000,Ildefonso Sevillano GutiÃ©rrez,2870106 CBBA,Av. Beijing NÂ° 1486,SUDESTE,15,973,47,399,301,Comercial,3.01.1.38.6149142,278502,417.75,-17.446068,-66.126553,SUDESTE,SUDESTE,15,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-10-506-8625-000,Jose Ignacio Amador Gonzalo,4846732 CBBA,Av. CircunvalaciÃ³n NÂ° 940,VALLE HERMOSO,4,408,19,309,91,Comercial,3.01.1.79.6683533,682272,1023.41,-17.365903,-66.157783,VALLE HERMOSO,VALLE HERMOSO,4,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-09-591-8807-000,Jose Ignacio Amador Gonzalo,4846732 CBBA,Av. Blanco Galindo NÂ° 452,PUKARA GRANDE NORTE,6,555,15,463,209,Mixto,3.01.1.48.8057893,1127405,1691.11,-17.412622,-66.123609,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,6,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-16-601-0352-000,Ani Iglesias,9209633 CBBA,Av. Melchor PÃ©rez NÂ° 2699,TUPURAYA,13,241,41,545,433,Mixto,3.01.1.61.7526857,1180470,1770.7,-17.379458,-66.195884,TUPURAYA,TUPURAYA,13,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-03-665-1488-000,Ani Iglesias,9209633 CBBA,Av. VillazÃ³n NÂ° 964,CALA CALA,13,420,37,783,637,Industrial,3.01.1.45.5374926,1245753,1868.63,-17.440511,-66.180358,CALA CALA,CALA CALA,13,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-05-077-5335-000,Berto Vila Torrents,3903981 CBBA,Av. Blanco Galindo NÂ° 3066,PUKARA GRANDE OESTE,10,348,15,926,292,Salud,3.01.1.94.2304468,1122312,1683.47,-17.455873,-66.141181,PUKARA GRANDE OESTE,PUKARA GRANDE OESTE,10,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-06-190-6411-000,Berto Vila Torrents,3903981 CBBA,Av. CircunvalaciÃ³n NÂ° 2613,LAS CUADRAS,8,975,15,714,686,Comercial,3.01.1.41.1297157,1084566,1626.85,-17.397916,-66.151992,LAS CUADRAS,LAS CUADRAS,8,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-15-732-0452-000,Emiliano de Iniesta,3002987 CBBA,Av. CircunvalaciÃ³n NÂ° 2653,PUKARA GRANDE SUR,11,902,9,954,628,Salud,3.01.1.83.3776700,1019826,1529.74,-17.395631,-66.125272,PUKARA GRANDE SUR,PUKARA GRANDE SUR,11,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-19-067-4654-000,Emiliano de Iniesta,3002987 CBBA,Av. Beijing NÂ° 887,SARCOBAMBA,15,973,22,1198,260,Educativo,3.01.1.59.5776525,1177634,1766.45,-17.411321,-66.158006,SARCOBAMBA,SARCOBAMBA,15,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-08-551-1321-000,Emiliano de Iniesta,3002987 CBBA,Av. Beijing NÂ° 4799,TICTI,11,996,4,185,85,Industrial,3.01.1.48.1884609,393680,590.52,-17.427526,-66.127834,TICTI,TICTI,11,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-19-004-7104-000,Araceli Malo Orozco,9037242 CBBA,Av. AmÃ©rica NÂ° 4042,TEMPORAL PAMPA,15,897,38,624,148,Salud,3.01.1.61.2531440,947856,1421.78,-17.370503,-66.195312,TEMPORAL PAMPA,TEMPORAL PAMPA,15,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-10-595-4702-000,Araceli Malo Orozco,9037242 CBBA,Av. Melchor PÃ©rez NÂ° 1946,TEMPORAL PAMPA,9,83,47,288,104,Mixto,3.01.1.14.5910712,179136,268.7,-17.449192,-66.174942,TEMPORAL PAMPA,TEMPORAL PAMPA,9,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-16-818-0726-000,Araceli Malo Orozco,9037242 CBBA,Av. VillazÃ³n NÂ° 4102,ARANJUEZ ALTO,11,394,13,824,420,Comercial,3.01.1.77.3008474,676504,1014.76,-17.439874,-66.186581,ARANJUEZ ALTO,ARANJUEZ ALTO,11,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-12-805-2946-000,Araceli Malo Orozco,9037242 CBBA,Av. Melchor PÃ©rez NÂ° 2435,SARCOBAMBA,8,972,11,233,169,Residencial,3.01.1.45.6948998,549414,824.12,-17.389369,-66.146794,SARCOBAMBA,SARCOBAMBA,8,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-13-424-2059-000,Araceli Malo Orozco,9037242 CBBA,Av. VillazÃ³n NÂ° 4702,VALLE HERMOSO,14,8,19,752,281,Residencial,3.01.1.62.7070514,1197184,1795.78,-17.378654,-66.1807,VALLE HERMOSO,VALLE HERMOSO,14,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-17-592-9566-000,Lino Mata BaÃ±os,3905610 CBBA,Av. Melchor PÃ©rez NÂ° 4240,LACMA,14,266,26,1131,987,Residencial,3.01.1.28.4351585,1819779,2729.67,-17.369863,-66.156792,LACMA,LACMA,14,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-04-829-7052-000,Lino Mata BaÃ±os,3905610 CBBA,Av. Beijing NÂ° 673,ALALAY SUD,1,712,44,330,291,Industrial,3.01.1.35.1322729,745800,1118.7,-17.398166,-66.144799,ALALAY SUD,ALALAY SUD,1,7,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-08-574-0956-000,Lino Mata BaÃ±os,3905610 CBBA,Av. CircunvalaciÃ³n NÂ° 518,MUYURINA,15,98,20,575,575,Comercial,3.01.1.73.1931987,840650,1260.98,-17.360174,-66.179266,MUYURINA,MUYURINA,15,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-19-947-4513-000,Esperanza Sanjuan Tejera,8656127 CBBA,Av. Melchor PÃ©rez NÂ° 4928,TAMBORADA PUKARITA,13,883,8,556,427,Residencial,3.01.1.39.5206196,532092,798.14,-17.420423,-66.128065,TAMBORADA PUKARITA,TAMBORADA PUKARITA,13,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-14-417-8482-000,Esperanza Sanjuan Tejera,8656127 CBBA,Av. CircunvalaciÃ³n NÂ° 3155,CALA CALA,1,409,15,337,224,Educativo,3.01.1.95.5183817,781166,1171.75,-17.44732,-66.128515,CALA CALA,CALA CALA,1,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-10-756-3693-000,Esperanza Sanjuan Tejera,8656127 CBBA,Av. Blanco Galindo NÂ° 3210,CALA CALA,6,95,44,559,552,Residencial,3.01.1.20.2073509,419809,629.71,-17.427465,-66.156813,CALA CALA,CALA CALA,6,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-05-549-9100-000,Esperanza Sanjuan Tejera,8656127 CBBA,Av. Beijing NÂ° 2247,NORESTE,3,359,9,490,96,Industrial,3.01.1.79.4461670,599760,899.64,-17.381311,-66.184643,NORESTE,NORESTE,3,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-11-843-2832-000,Modesta Tapia,2915619 CBBA,Av. VillazÃ³n NÂ° 4278,ALALAY NORTE,14,810,50,202,189,Mixto,3.01.1.48.3731119,189072,283.61,-17.369083,-66.18884,ALALAY NORTE,ALALAY NORTE,14,6,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-13-277-9554-000,Modesta Tapia,2915619 CBBA,Av. Beijing NÂ° 2278,TEMPORAL PAMPA,6,26,26,270,235,Salud,3.01.1.49.3763446,275940,413.91,-17.466668,-66.147061,TEMPORAL PAMPA,TEMPORAL PAMPA,6,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-07-875-3806-000,Dionisio BarÃ³n Mancebo,8768813 CBBA,Av. Melchor PÃ©rez NÂ° 3044,SUDOESTE,7,443,6,428,198,Salud,3.01.1.88.2666820,821332,1232.0,-17.343635,-66.174747,SUDOESTE,SUDOESTE,7,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-02-067-0332-000,Dionisio BarÃ³n Mancebo,8768813 CBBA,Av. Beijing NÂ° 674,CHIQUICOLLO,15,40,32,867,576,Industrial,3.01.1.93.6147253,1618689,2428.03,-17.437356,-66.126467,CHIQUICOLLO,CHIQUICOLLO,15,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-16-282-4393-000,Dionisio BarÃ³n Mancebo,8768813 CBBA,Av. Blanco Galindo NÂ° 1623,HIPODROMO,4,903,19,461,393,Mixto,3.01.1.56.4739747,295962,443.94,-17.440928,-66.150558,HIPODROMO,HIPÓDROMO,4,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-05-411-3086-000,Dionisio BarÃ³n Mancebo,8768813 CBBA,Av. CircunvalaciÃ³n NÂ° 2672,LA CHIMBA,7,600,48,620,495,Industrial,3.01.1.78.9438228,1395620,2093.43,-17.448337,-66.124886,LA CHIMBA,CHIMBA,7,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-01-753-9105-000,GerÃ³nimo Torrent Ãngel,2010152 CBBA,Av. Melchor PÃ©rez NÂ° 1911,ALALAY NORTE,15,836,43,777,512,Educativo,3.01.1.56.7696891,570318,855.48,-17.443642,-66.154978,ALALAY NORTE,ALALAY NORTE,15,6,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-13-219-3138-000,GerÃ³nimo Torrent Ãngel,2010152 CBBA,Av. Beijing NÂ° 3681,PUKARA GRANDE OESTE,6,528,28,782,122,Industrial,3.01.1.28.8483599,1384922,2077.38,-17.457053,-66.153021,PUKARA GRANDE OESTE,PUKARA GRANDE OESTE,6,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-12-940-3316-000,GerÃ³nimo Torrent Ãngel,2010152 CBBA,Av. Beijing NÂ° 580,PUKARA GRANDE NORTE,6,120,25,538,287,Comercial,3.01.1.72.5347037,1164770,1747.15,-17.356705,-66.17853,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,6,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-12-649-5619-000,Saturnino Cal Gil,5678507 CBBA,Av. AmÃ©rica NÂ° 655,JAIHUAYCO,15,54,41,469,189,Residencial,3.01.1.71.5883707,286090,429.13,-17.406354,-66.189857,JAIHUAYCO,JAIHUAYCO,15,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-20-382-1688-000,Saturnino Cal Gil,5678507 CBBA,Av. VillazÃ³n NÂ° 1684,MAYORAZGO,3,996,18,860,415,Salud,3.01.1.26.3572771,793780,1190.67,-17.337834,-66.168169,MAYORAZGO,MAYORAZGO,3,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-07-898-1323-000,Saturnino Cal Gil,5678507 CBBA,Av. Beijing NÂ° 3316,TAMBORADA PUKARITA,5,821,32,1148,671,Educativo,3.01.1.11.7480686,2397024,3595.54,-17.447008,-66.158435,TAMBORADA PUKARITA,TAMBORADA PUKARITA,5,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-09-703-4884-000,ToÃ±o Ariza-Vilanova,4956646 CBBA,Av. VillazÃ³n NÂ° 3309,SARCOBAMBA,4,741,15,399,387,Educativo,3.01.1.22.5560235,985929,1478.89,-17.382729,-66.189473,SARCOBAMBA,SARCOBAMBA,4,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-14-582-7565-000,ToÃ±o Ariza-Vilanova,4956646 CBBA,Av. CircunvalaciÃ³n NÂ° 592,USPHA USPHA,5,719,43,273,208,Comercial,3.01.1.45.2630319,179907,269.86,-17.39802,-66.160706,USPHA USPHA,USPHA USPHA,5,8,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-02-452-1699-000,ToÃ±o Ariza-Vilanova,4956646 CBBA,Av. AmÃ©rica NÂ° 3362,TAMBORADA PUKARITA,8,20,39,813,70,Mixto,3.01.1.35.6495794,1382100,2073.15,-17.454353,-66.109694,TAMBORADA PUKARITA,TAMBORADA PUKARITA,8,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-06-768-7061-000,Celia Carro,8343172 CBBA,Av. Melchor PÃ©rez NÂ° 3814,PUKARA GRANDE SUR,12,90,10,569,567,Mixto,3.01.1.83.1574971,1343409,2015.11,-17.41914,-66.201155,PUKARA GRANDE SUR,PUKARA GRANDE SUR,12,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-17-530-9197-000,Celia Carro,8343172 CBBA,Av. Melchor PÃ©rez NÂ° 1528,NORESTE,7,106,50,406,67,Industrial,3.01.1.87.4642202,392602,588.9,-17.454532,-66.119616,NORESTE,NORESTE,7,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-16-378-2323-000,Celia Carro,8343172 CBBA,Av. VillazÃ³n NÂ° 3688,JAIHUAYCO,7,127,44,740,63,Industrial,3.01.1.57.6346724,510600,765.9,-17.449707,-66.13469,JAIHUAYCO,JAIHUAYCO,7,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-20-455-4640-000,Laura Ballesteros,8762507 CBBA,Av. Blanco Galindo NÂ° 1564,TAMBORADA PUKARITA,8,460,1,797,615,Industrial,3.01.1.71.3464945,969152,1453.73,-17.402022,-66.172762,TAMBORADA PUKARITA,TAMBORADA PUKARITA,8,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-13-572-3761-000,Laura Ballesteros,8762507 CBBA,Av. CircunvalaciÃ³n NÂ° 3748,MAYORAZGO,6,178,39,1100,366,Comercial,3.01.1.58.7755832,1211100,1816.65,-17.431437,-66.183703,MAYORAZGO,MAYORAZGO,6,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-15-909-9702-000,Loreto OrtuÃ±o Lasa,3647210 CBBA,Av. AmÃ©rica NÂ° 284,LA CHIMBA,11,670,46,229,71,Comercial,3.01.1.42.1789521,169231,253.85,-17.367837,-66.187316,LA CHIMBA,CHIMBA,11,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-14-484-3209-000,Loreto OrtuÃ±o Lasa,3647210 CBBA,Av. AmÃ©rica NÂ° 447,MUYURINA,13,523,18,1145,940,Comercial,3.01.1.65.7918210,749975,1124.96,-17.432802,-66.159114,MUYURINA,MUYURINA,13,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-07-856-6535-000,Loreto OrtuÃ±o Lasa,3647210 CBBA,Av. VillazÃ³n NÂ° 2360,TEMPORAL PAMPA,6,359,9,858,514,Comercial,3.01.1.15.6083067,2086656,3129.98,-17.368529,-66.158666,TEMPORAL PAMPA,TEMPORAL PAMPA,6,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-06-231-8666-000,Loreto OrtuÃ±o Lasa,3647210 CBBA,Av. VillazÃ³n NÂ° 2877,SARCOBAMBA,2,788,7,1153,748,Salud,3.01.1.97.6308258,816324,1224.49,-17.3784,-66.197256,SARCOBAMBA,SARCOBAMBA,2,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-11-734-1043-000,Rufina TomÃ¡s Bravo,5554923 CBBA,Av. Beijing NÂ° 2540,NORESTE,6,544,46,169,108,Industrial,3.01.1.76.6966983,124046,186.07,-17.423729,-66.128912,NORESTE,NORESTE,6,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-06-976-1087-000,Rufina TomÃ¡s Bravo,5554923 CBBA,Av. AmÃ©rica NÂ° 3651,LACMA,2,660,23,863,621,Educativo,3.01.1.40.9808919,1593098,2389.65,-17.436206,-66.146398,LACMA,LACMA,2,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-10-513-4797-000,Rufina TomÃ¡s Bravo,5554923 CBBA,Av. CircunvalaciÃ³n NÂ° 4346,VALLE HERMOSO OESTE,14,67,7,182,179,Residencial,3.01.1.65.6423718,315770,473.66,-17.418976,-66.162903,VALLE HERMOSO OESTE,VALLE HERMOSO OESTE,14,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-10-433-5818-000,Vidal Salom DÃ­ez,4228009 CBBA,Av. AmÃ©rica NÂ° 452,CHIQUICOLLO,15,876,41,164,78,Comercial,3.01.1.65.5402095,307828,461.74,-17.425623,-66.163288,CHIQUICOLLO,CHIQUICOLLO,15,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-20-562-8438-000,Vidal Salom DÃ­ez,4228009 CBBA,Av. VillazÃ³n NÂ° 2580,SARCOBAMBA,9,726,1,358,108,Industrial,3.01.1.78.1224313,605020,907.53,-17.440774,-66.117865,SARCOBAMBA,SARCOBAMBA,9,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-09-124-0942-000,Flavia Ramos-CaÃ±as,7293830 CBBA,Av. CircunvalaciÃ³n NÂ° 2244,MESADILLA,14,392,23,909,341,Salud,3.01.1.57.4595885,1884357,2826.54,-17.421521,-66.175143,MESADILLA,MESADILLA,14,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-09-303-9918-000,Flavia Ramos-CaÃ±as,7293830 CBBA,Av. AmÃ©rica NÂ° 2880,QUERU QUERU,4,526,10,402,149,Residencial,3.01.1.57.9121146,656064,984.1,-17.43095,-66.186453,QUERU QUERU,QUERU QUERU,4,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-13-142-2765-000,Flavia Ramos-CaÃ±as,7293830 CBBA,Av. AmÃ©rica NÂ° 179,TEMPORAL PAMPA,13,526,8,535,382,Educativo,3.01.1.10.2961408,1233175,1849.76,-17.368495,-66.163176,TEMPORAL PAMPA,TEMPORAL PAMPA,13,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-19-562-2292-000,Flavia Ramos-CaÃ±as,7293830 CBBA,Av. Melchor PÃ©rez NÂ° 3832,SARCOBAMBA,2,493,20,192,153,Industrial,3.01.1.15.6616349,192384,288.58,-17.451928,-66.148239,SARCOBAMBA,SARCOBAMBA,2,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-05-257-5889-000,Flavia Ramos-CaÃ±as,7293830 CBBA,Av. CircunvalaciÃ³n NÂ° 2785,VALLE HERMOSO OESTE,11,2,31,734,54,Salud,3.01.1.84.4107515,1290372,1935.56,-17.389349,-66.191955,VALLE HERMOSO OESTE,VALLE HERMOSO OESTE,11,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-11-438-1898-000,Fortunata Lastra-Tolosa,7072701 CBBA,Av. Melchor PÃ©rez NÂ° 4942,SARCOBAMBA,10,725,20,621,258,Educativo,3.01.1.52.9196331,815994,1223.99,-17.381358,-66.205881,SARCOBAMBA,SARCOBAMBA,10,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-17-833-3985-000,Fortunata Lastra-Tolosa,7072701 CBBA,Av. AmÃ©rica NÂ° 1082,SARCOBAMBA,8,236,12,920,813,Residencial,3.01.1.21.1666504,1581480,2372.22,-17.418507,-66.120345,SARCOBAMBA,SARCOBAMBA,8,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-17-517-5069-000,Fortunata Lastra-Tolosa,7072701 CBBA,Av. Blanco Galindo NÂ° 384,USPHA USPHA,12,521,1,1156,67,Industrial,3.01.1.19.8320647,728280,1092.42,-17.375661,-66.136588,USPHA USPHA,USPHA USPHA,12,8,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
