numero_contrato,numero_catastro,titular_contrato,ci_titular,categoria,subcategoria,medidor_iot,fecha_contrato,estado_contrato,diametro_conexion,tipo_servicio
CT-00019133,06-15-539-7249-000,Hernán Chaparro Esteve,8874241 CBBA,Residencial,R4,53:96:CB:20:8A:8E,10/26/25,SUSPENDIDO,"3/4""",Solo Agua
CT-00019134,01-14-447-1028-000,Armida Vaquero Juan,2643768 CBBA,Residencial,R3,C4:31:BE:E4:6E:8E,03/25/13,ACTIVO,"1/2""",Solo Agua
CT-00019135,05-14-417-8592-000,Estrella Solano Fábregas,2686105 CBBA,Residencial,R4,96:24:94:78:49:D7,06/14/15,SUSPENDIDO,"1/2""",Agua Potable
CT-00019136,15-07-515-7417-000,Nicolás Espejo Alberto,7981011 CBBA,Comercial,C,A7:34:08:77:1A:F3,12/16/25,ACTIVO,"1""",Agua + Alcantarillado
CT-00019137,10-01-293-0658-000,Roberto Gallo-Fajardo,7321983 CBBA,Residencial,R4,BA:02:22:03:E1:97,10/04/22,ACTIVO,"1/2""",Agua Potable
CT-00019138,15-17-222-4254-000,Alcides Telmo Armas Roca,7483888 CBBA,Residencial,R3,25:89:77:81:42:7C,12/05/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019139,02-10-533-2175-000,Amaya Hierro Pol,6607575 CBBA,Residencial,R1,95:7F:D3:05:58:96,05/10/22,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00019140,08-05-867-5579-000,Lucas Olivera-Gordillo,5480794 CBBA,Residencial,R4,D0:DE:8C:F9:A7:41,04/14/22,CORTADO,"1/2""",Agua + Alcantarillado
CT-00019141,04-16-512-1283-000,Ricarda Barceló Amador,6948263 CBBA,Residencial,R4,12:61:89:17:A1:99,09/02/19,ACTIVO,"1/2""",Solo Agua
CT-00019142,12-16-776-0385-000,Mariana Torrents Salgado,5757788 CBBA,Residencial,R3,14:D2:C0:8F:0E:60,08/15/21,ACTIVO,"1""",Agua + Alcantarillado
CT-00019143,14-10-112-7951-000,Delia Lastra Salas,1737672 CBBA,Residencial,R1,91:98:E9:64:F5:9E,12/14/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019144,11-05-602-7569-000,Mónica Rebollo Sarabia,2059217 CBBA,Residencial,R4,13:71:AD:81:87:96,01/07/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019145,12-02-488-0576-000,América Manzanares Mayo,3203956 CBBA,Preferencial,P,AE:3C:EF:88:02:48,07/16/13,ACTIVO,"1/2""",Solo Agua
CT-00019146,06-02-526-3442-000,Micaela Ruth Cuevas Garay,7464498 CBBA,Residencial,R1,E8:BD:6C:99:68:32,12/26/22,ACTIVO,"3/4""",Agua Potable
CT-00019147,05-12-956-4659-000,Natanael de Armas,4599035 CBBA,Industrial,I,13:1F:E8:F8:14:3A,04/03/21,ACTIVO,"3/4""",Agua Industrial
CT-00019148,03-10-875-0465-000,José Manuel Escribano-Valbuena,1317788 CBBA,Residencial,R4,B4:B3:89:E4:F4:A5,07/30/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019149,12-13-992-8078-000,Amalia Benavent Requena,2671910 CBBA,Residencial,R3,57:3F:12:85:92:61,04/10/18,ACTIVO,"1/2""",Agua Potable
CT-00019150,05-13-972-7556-000,Leyre Royo Fiol,7278258 CBBA,Residencial,R2,13:93:79:85:5C:35,07/16/25,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00019151,09-12-301-5829-000,Odalis Garcés Gelabert,1221076 CBBA,Residencial,R4,01:B0:34:99:62:42,03/17/24,ACTIVO,"1/2""",Agua Potable
CT-00019152,08-01-281-1593-000,Almudena Hierro,5608378 CBBA,Residencial,R4,DB:CE:24:E4:F0:74,03/23/14,SUSPENDIDO,"1""",Agua Potable
CT-00019153,14-20-149-7982-000,Fabiola Lluch Osorio,3017081 CBBA,Residencial,R2,23:3B:E1:43:AD:D2,06/20/20,CORTADO,"1/2""",Agua Potable
CT-00019154,05-16-576-8995-000,Pacífica Pujol-Feliu,8152004 CBBA,Residencial,R2,7E:2B:B6:CF:FF:7D,08/30/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019155,15-06-313-7682-000,Luis Miguel Baudelio Botella Soriano,6503969 CBBA,Residencial,R4,98:48:84:CF:B0:82,09/29/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019156,04-07-389-8844-000,Mariana Paniagua Roman,9777687 CBBA,Residencial,R2,CD:27:80:71:95:EE,06/01/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019157,10-03-782-5908-000,Hipólito Menendez-Bauzà,1426390 CBBA,Residencial,R3,17:D0:9D:60:FB:B3,11/04/18,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00019158,10-11-232-9398-000,Jose Ramón Salomón Cepeda Girona,8906407 CBBA,Residencial,R1,8E:40:5C:8B:FA:CD,12/21/11,ACTIVO,"2""",Agua Potable
CT-00019159,09-09-703-8549-000,Julie Herrero Gaya,8348332 CBBA,Social,S,5F:2B:3C:A5:7B:63,03/02/19,MOROSO,"1/2""",Solo Agua
CT-00019160,13-19-670-3220-000,Iris Ferreras,4663848 CBBA,Residencial,R2,4A:CD:0E:9E:A9:C0,07/07/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019161,11-10-308-6267-000,Rómulo del Vilalta,1933510 CBBA,Residencial,R3,67:F0:50:D6:67:21,10/05/22,ACTIVO,"1/2""",Agua Potable
CT-00019162,10-06-738-9851-000,Isaías Royo Fiol,5218474 CBBA,Residencial,R2,15:5C:22:89:7F:81,03/31/17,ACTIVO,"1/2""",Agua Potable
CT-00019163,02-01-682-5441-000,María Dolores Beltrán-Morales,7404247 CBBA,Comercial,C,E4:1B:C7:FF:EF:29,02/06/19,ACTIVO,"1/2""",Agua Potable
CT-00019164,02-06-181-8663-000,Emiliana Huguet Cabezas,5704028 CBBA,Residencial,R2,92:7A:23:A7:C3:53,03/23/23,ACTIVO,"1/2""",Agua Potable
CT-00019165,02-20-968-3284-000,Marcelino Gastón Casas Ros,2878655 CBBA,Comercial,C,6E:4A:D2:23:36:B9,01/13/23,ACTIVO,"1 1/2""",Agua Industrial
CT-00019166,08-16-049-0794-000,Nacho Ríos Viña,9272353 CBBA,Comercial,C,2F:6F:91:47:89:57,10/18/21,ACTIVO,"1""",Solo Agua
CT-00019167,05-04-236-1467-000,Toni Benito Aragón Cabello,6599290 CBBA,Residencial,R2,3B:BD:F0:76:83:30,07/26/19,MOROSO,"1/2""",Agua + Alcantarillado
CT-00019168,08-13-232-6881-000,Anunciación Andrade-Abril,4403460 CBBA,Residencial,R1,F4:FF:64:96:E8:69,02/02/20,ACTIVO,"1""",Agua Potable
CT-00019169,02-01-861-1874-000,Valeria Lobo Acuña,8671459 CBBA,Residencial,R1,3B:BD:76:D3:BE:4F,12/23/15,SUSPENDIDO,"1/2""",Agua Industrial
CT-00019170,11-11-135-2207-000,Ileana Cepeda-Oliva,5284836 CBBA,Residencial,R4,4E:F9:C7:73:12:A3,07/11/21,SUSPENDIDO,"1/2""",Agua Potable
CT-00019171,12-16-652-4519-000,Jose Nieto Reina,5635626 CBBA,Comercial,C,E6:F4:15:CE:34:20,07/11/18,MOROSO,"1/2""",Agua + Alcantarillado
CT-00019172,08-13-716-8793-000,Calista Iriarte Zamorano,1311939 CBBA,Residencial,R3,9F:BE:15:9F:FE:1A,12/03/22,ACTIVO,"3/4""",Agua Industrial
CT-00019173,10-18-591-0232-000,Luz Casanovas-Sosa,5409902 CBBA,Preferencial,P,67:CC:B4:9B:82:84,02/16/20,ACTIVO,"1/2""",Agua Potable
CT-00019174,09-16-718-5922-000,Dora de Fuster,4598992 CBBA,Residencial,R4,57:EB:7B:A2:30:A8,12/10/14,ACTIVO,"3/4""",Agua Potable
CT-00019175,15-01-004-9586-000,Borja Flor Aragón,9372935 CBBA,Residencial,R3,56:B5:9D:BF:04:97,06/25/17,SUSPENDIDO,"1""",Solo Agua
CT-00019176,04-16-151-4450-000,Rosario Vazquez Vargas,7075777 CBBA,Comercial,C,FF:C6:2F:75:CF:D5,08/05/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019177,04-09-955-8389-000,Abigaíl Hidalgo Pintor,3079884 CBBA,Residencial,R1,09:76:1C:98:55:20,06/05/11,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019178,08-17-595-2083-000,Luis Macias,5305657 CBBA,Industrial,I,1B:6F:FE:11:67:D8,05/03/21,ACTIVO,"1 1/2""",Agua Potable
CT-00019179,01-05-469-8845-000,Odalis Figuerola Roldan,2110268 CBBA,Preferencial,P,EA:DF:D2:B0:97:DF,10/23/23,MOROSO,"1/2""",Agua Potable
CT-00019180,15-07-194-5119-000,Eutropio Perez,4438767 CBBA,Residencial,R4,00:4B:DC:54:F3:A2,08/23/15,ACTIVO,"1/2""",Agua Potable
CT-00019181,10-20-051-3030-000,Graciana Solana Múgica,1385489 CBBA,Residencial,R3,BF:51:EB:99:D8:E2,08/12/11,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00019182,12-18-224-7609-000,Valerio del Cabrero,5609113 CBBA,Residencial,R3,7A:F5:82:63:DD:11,11/04/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019183,12-13-750-9427-000,Marcelo Martí-Figueras,6478943 CBBA,Residencial,R3,58:25:91:04:C3:8A,12/13/16,INACTIVO,"3/4""",Agua Potable
CT-00019184,08-16-414-1216-000,África Palmer Palmer,6396963 CBBA,Residencial,R4,B8:B2:1C:62:29:18,07/21/18,SUSPENDIDO,"1/2""",Solo Agua
CT-00019185,05-05-384-6216-000,Silvestre Casas,1807135 CBBA,Residencial,R1,17:EF:36:95:96:36,01/05/19,ACTIVO,"1/2""",Solo Agua
CT-00019186,10-04-577-4610-000,Claudia Almazán Burgos,7802357 CBBA,Residencial,R4,58:96:FD:E4:D3:0A,02/13/24,ACTIVO,"1/2""",Agua Potable
CT-00019187,12-16-059-3059-000,Baltasar Guzmán Maldonado,2411961 CBBA,Residencial,R4,3C:5A:AF:FB:BD:04,07/06/12,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019188,14-17-772-0231-000,Leocadia Pina Folch,4554211 CBBA,Residencial,R1,43:26:40:49:9B:E1,07/26/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019189,07-01-457-5029-000,Sandra Mulet Morán,4193224 CBBA,Residencial,R2,E3:48:F5:0F:B6:D2,08/07/17,ACTIVO,"1/2""",Agua Potable
CT-00019190,11-05-536-2423-000,Adelardo Santana Salazar,1749148 CBBA,Residencial,R1,27:FE:B8:7F:F2:C2,04/29/16,ACTIVO,"1""",Agua Potable
CT-00019191,14-12-883-9437-000,Sarita Diego,2802590 CBBA,Residencial,R3,19:18:AB:53:16:88,07/10/21,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00019192,02-01-401-5221-000,Ágata Burgos,7442206 CBBA,Comercial Especial,CE,0C:43:4B:04:0E:DE,03/09/25,ACTIVO,"1/2""",Agua Potable
CT-00019193,05-02-829-8936-000,Candela Pombo Galan,9170992 CBBA,Residencial,R3,D6:49:03:9B:E9:8B,03/06/13,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00019194,03-15-481-6637-000,Néstor del Sales,8931942 CBBA,Comercial,C,AB:87:BB:D5:DB:53,01/12/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019195,06-04-238-0620-000,Morena Palomares-Bernad,3511715 CBBA,Preferencial,P,3C:43:49:AE:35:1E,04/09/19,ACTIVO,"1/2""",Solo Agua
CT-00019196,12-01-970-0002-000,Inés Estévez-Hoyos,3065842 CBBA,Residencial,R3,90:AE:D3:F0:2D:35,10/30/22,ACTIVO,"1/2""",Agua Potable
CT-00019197,15-20-372-3398-000,José Mari Teruel-Moliner,3032049 CBBA,Residencial,R1,F9:74:5F:5D:9B:4B,04/10/21,ACTIVO,"3/4""",Agua Potable
CT-00019198,15-19-335-0940-000,Vicenta Carlota Prada Morante,5912015 CBBA,Residencial,R2,DC:B0:77:09:F2:2B,01/16/15,SUSPENDIDO,"1/2""",Agua Potable
CT-00019199,13-18-513-5271-000,Begoña Anselma Huguet Sanmiguel,8602486 CBBA,Residencial,R3,4F:16:83:B8:8B:D6,03/08/14,ACTIVO,"1/2""",Agua Potable
CT-00019200,05-08-564-6757-000,Eliseo del Gilabert,9443907 CBBA,Residencial,R1,86:CF:A8:2E:50:3A,06/28/15,ACTIVO,"1/2""",Solo Agua
CT-00019201,04-01-170-5995-000,Palmira Vanesa Carmona Nogueira,6859970 CBBA,Residencial,R4,B7:12:F8:7A:C3:6C,07/20/17,ACTIVO,"1/2""",Agua Potable
CT-00019202,06-13-248-9813-000,Conrado Cortina Acuña,8613811 CBBA,Residencial,R1,8E:78:E8:1F:F3:A5,02/17/21,ACTIVO,"1/2""",Agua Potable
CT-00019203,03-14-979-7165-000,Augusto Barrera Márquez,9878541 CBBA,Residencial,R2,37:88:54:AF:0C:4B,09/01/17,ACTIVO,"1/2""",Agua Potable
CT-00019204,01-06-663-3708-000,Bonifacio Ortega Caparrós,2808018 CBBA,Comercial Especial,CE,BA:F4:76:45:69:A1,06/20/25,ACTIVO,"1/2""",Agua Potable
CT-00019205,10-17-166-4001-000,Jose Ignacio Marí Nebot,4765989 CBBA,Residencial,R4,81:F7:13:9D:2D:BC,03/20/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019206,13-05-119-5204-000,Joaquín Vidal Rojas,9499507 CBBA,Residencial,R4,00:FA:3C:03:47:A8,06/14/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019207,06-19-920-2960-000,Rodrigo Corominas Gisbert,5084162 CBBA,Residencial,R1,90:5E:7B:52:3D:DA,09/26/16,MOROSO,"1/2""",Agua Potable
CT-00019208,01-10-695-6784-000,Vicente Pagès Rosales,3706265 CBBA,Residencial,R3,AB:F4:9F:F8:74:38,12/09/22,ACTIVO,"1""",Agua + Alcantarillado
CT-00019209,03-18-393-7629-000,Salvador Pi Carrión,3218487 CBBA,Comercial,C,21:06:CE:E8:58:0A,07/31/19,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00019210,09-11-430-2873-000,Joan Molina-Carrillo,2384063 CBBA,Comercial,C,CA:8D:5C:70:4E:49,08/17/18,CORTADO,"1/2""",Agua Industrial
CT-00019211,05-08-117-7468-000,Leonel Almazán-Zorrilla,9615719 CBBA,Residencial,R3,01:1E:CB:4B:CB:65,01/31/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019212,01-17-659-2865-000,Ámbar Miriam Rueda Mínguez,7249832 CBBA,Residencial,R1,12:6C:64:DB:84:CA,10/02/17,MOROSO,"1/2""",Agua Potable
CT-00019213,01-06-109-1718-000,Rosario Fernández,7897870 CBBA,Residencial,R2,E5:1E:33:02:E4:3C,01/13/19,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019214,03-08-946-6474-000,Manolo Pedrero,4121655 CBBA,Comercial Especial,CE,6E:76:D6:0D:87:C8,06/28/12,ACTIVO,"3/4""",Agua Potable
CT-00019215,09-16-765-4488-000,Eustaquio Lloret Daza,3648262 CBBA,Residencial,R3,D1:63:A0:01:30:A3,11/11/19,ACTIVO,"3/4""",Agua Potable
CT-00019216,10-15-537-0867-000,Evaristo Blanch Ferrán,9816763 CBBA,Residencial,R4,8B:53:D1:DF:C7:D5,03/31/22,SUSPENDIDO,"1/2""",Agua Potable
CT-00019217,15-05-538-3735-000,Corona Valera Tamayo,2408254 CBBA,Residencial,R4,E2:07:95:3E:F6:4C,01/03/23,ACTIVO,"3/4""",Agua Potable
CT-00019218,02-06-441-1635-000,Loreto Aller Valle,1686631 CBBA,Residencial,R4,ED:BB:13:8C:24:D8,04/03/12,ACTIVO,"1 1/2""",Agua Potable
CT-00019219,13-14-468-5681-000,Berta Vigil Ramis,7371047 CBBA,Residencial,R1,8D:7C:2C:DB:13:3B,08/25/20,CORTADO,"1/2""",Agua + Alcantarillado
CT-00019220,04-15-805-2298-000,Fortunata Izquierdo-Goñi,3444631 CBBA,Residencial,R1,EF:33:95:82:D0:2B,05/22/18,ACTIVO,"1/2""",Agua Potable
CT-00019221,12-15-814-0166-000,Ramona Sotelo Recio,5039953 CBBA,Residencial,R1,76:0D:AC:67:FE:90,08/29/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019222,10-07-490-0362-000,Leocadio Almansa Jódar,3653698 CBBA,Residencial,R3,60:BE:8C:DE:E4:77,01/06/21,MOROSO,"1/2""",Agua Potable
CT-00019223,12-08-342-7036-000,Daniela del Maldonado,4868911 CBBA,Comercial,C,CD:62:B5:EB:ED:B0,02/28/26,ACTIVO,"1/2""",Agua Potable
CT-00019224,12-03-900-2702-000,Fidela Andreu,1104919 CBBA,Residencial,R1,89:B1:AC:A1:AB:BF,07/29/20,ACTIVO,"1/2""",Agua Potable
CT-00019225,14-01-554-3926-000,Ángela Ayala,2295870 CBBA,Residencial,R4,0F:D3:9A:9D:AC:86,08/12/17,ACTIVO,"1/2""",Agua Potable
CT-00019226,10-15-258-8455-000,Octavio Baños,4685968 CBBA,Residencial,R2,BE:77:0C:59:84:D4,01/09/12,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019227,09-14-369-1080-000,Cándido Alba Téllez,4976916 CBBA,Residencial,R3,EF:6D:5D:BD:95:44,11/11/22,ACTIVO,"1/2""",Agua Potable
CT-00019228,02-10-568-3306-000,Aristides Grande,5098503 CBBA,Preferencial,P,48:83:CE:A4:93:E1,06/15/21,ACTIVO,"1/2""",Solo Agua
CT-00019229,09-14-940-4268-000,Lucas Capdevila Saura,2187014 CBBA,Comercial,C,13:64:F8:8A:0B:83,07/14/24,ACTIVO,"1/2""",Agua Potable
CT-00019230,03-19-875-5454-000,Atilio Diaz-Cerdá,9524298 CBBA,Comercial Especial,CE,FD:FC:46:AD:15:41,11/18/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019231,01-13-144-7269-000,Hipólito Gonzalez-Lillo,4731359 CBBA,Residencial,R4,8E:1C:5A:AE:B0:2C,02/21/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019232,10-13-662-5866-000,Gil Herminio Diego Otero,7604694 CBBA,Residencial,R3,ED:28:BC:05:12:17,08/26/13,ACTIVO,"1/2""",Agua Potable
CT-00019233,11-08-687-1446-000,Santos Patricio Dominguez Arribas,8008992 CBBA,Residencial,R2,7A:29:5F:A7:74:2D,04/21/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019234,01-04-218-7775-000,Narcisa Montaña Roig,5942265 CBBA,Residencial,R4,53:F1:D0:38:E3:98,12/18/24,ACTIVO,"1/2""",Agua Potable
CT-00019235,02-14-136-7337-000,Loreto Florencio Naranjo Montesinos,7845024 CBBA,Residencial,R4,BA:0A:77:D2:AC:8B,12/11/18,ACTIVO,"1/2""",Solo Agua
CT-00019236,06-15-920-1087-000,Victoria Vicens-Bolaños,9204988 CBBA,Residencial,R2,78:55:CC:C9:43:F5,05/10/17,CORTADO,"2""",Agua + Alcantarillado
CT-00019237,06-09-898-6191-000,Ale Ramón Pedraza,2708265 CBBA,Residencial,R4,72:C7:2E:C6:63:61,06/02/14,SUSPENDIDO,"1""",Solo Agua
CT-00019238,01-16-602-0252-000,Manola Elías Duque,1845369 CBBA,Residencial,R2,97:CE:C1:71:7B:71,01/07/26,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00019239,09-19-100-4366-000,Chucho Pérez Soto,4438824 CBBA,Residencial,R2,9E:BE:9B:BC:03:49,02/14/25,ACTIVO,"1/2""",Agua Potable
CT-00019240,05-16-030-9625-000,Baltasar de Anaya,8784260 CBBA,Residencial,R4,AB:4F:A7:90:C9:14,11/02/13,ACTIVO,"1/2""",Agua Potable
CT-00019241,11-15-082-1516-000,Ciriaco Juan Pablo Montenegro Pino,4185303 CBBA,Residencial,R1,84:A9:D4:44:DC:08,10/23/22,ACTIVO,"1/2""",Solo Agua
CT-00019242,04-12-734-2323-000,Yaiza Carvajal Roura,7161824 CBBA,Residencial,R1,BE:B2:CC:B9:D2:E9,01/19/17,ACTIVO,"1/2""",Agua Potable
CT-00019243,02-11-086-5835-000,Nidia Cazorla Coronado,4630541 CBBA,Residencial,R4,B1:C0:C2:59:72:A8,10/23/18,ACTIVO,"1""",Agua Potable
CT-00019244,10-14-308-4339-000,Salvador Alonso Alberto,1171638 CBBA,Residencial,R4,2A:8C:50:9D:D8:10,05/03/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019245,11-03-300-2715-000,Rufina Yuste Mayo,9485952 CBBA,Comercial,C,48:99:7B:88:92:29,08/08/23,ACTIVO,"1/2""",Agua Potable
CT-00019246,06-18-709-9044-000,Pancho Nebot Quesada,1007247 CBBA,Residencial,R3,FD:07:73:2D:E7:DB,03/28/21,MOROSO,"3""",Solo Agua
CT-00019247,10-11-461-5266-000,Patricia Nélida Sevilla Vallejo,5635112 CBBA,Residencial,R3,4E:F0:F4:CB:FF:A0,03/29/12,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019248,05-05-274-7410-000,Paco Escamilla Ricart,8132713 CBBA,Residencial,R3,94:C5:1A:C8:6F:38,04/24/21,ACTIVO,"1""",Agua + Alcantarillado
CT-00019249,01-16-556-1808-000,Loreto del Pomares,2793604 CBBA,Residencial,R1,DA:C2:44:49:C3:05,03/19/21,SUSPENDIDO,"3/4""",Agua Potable
CT-00019250,09-20-291-1277-000,Román Verdugo Sola,2217338 CBBA,Residencial,R2,40:B4:CF:4A:54:31,11/19/13,ACTIVO,"1/2""",Agua Industrial
CT-00019251,14-08-889-4864-000,América Cadenas Maza,4704481 CBBA,Industrial,I,7C:98:B4:F8:C2:EA,06/10/20,SUSPENDIDO,"1/2""",Agua Industrial
CT-00019252,09-12-544-9796-000,Tere Correa Molins,2975085 CBBA,Residencial,R2,60:DF:A1:2B:34:64,05/13/19,ACTIVO,"3/4""",Agua Industrial
CT-00019253,09-09-054-1037-000,Juan José Teo Azcona Huerta,7112622 CBBA,Comercial,C,18:A9:1F:B2:3A:1B,08/27/23,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00019254,07-05-927-9377-000,Alfonso Mariscal,8262176 CBBA,Residencial,R1,8F:17:0F:A2:DF:45,11/13/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019255,07-20-769-8417-000,Antonio Bilbao Saez,5262214 CBBA,Comercial,C,EC:BA:25:B1:55:51,04/05/13,MOROSO,"1""",Agua Potable
CT-00019256,08-14-722-2372-000,Belen Álvarez Vazquez,1916621 CBBA,Residencial,R2,00:C3:C0:A4:C5:BC,02/27/23,INACTIVO,"1/2""",Agua Potable
CT-00019257,13-16-105-3719-000,Jose Ramón Martin Llanos,3109315 CBBA,Residencial,R1,C0:CE:C2:8C:A4:A9,08/07/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019258,07-08-508-9025-000,Laura Mariana Casanovas Arnau,6045470 CBBA,Comercial,C,7C:74:0C:04:A6:30,08/14/24,SUSPENDIDO,"1""",Agua + Alcantarillado
CT-00019259,02-14-295-8374-000,Julie Peñas Galan,5948018 CBBA,Comercial,C,38:8F:EA:DC:A0:60,10/04/11,MOROSO,"1/2""",Agua + Alcantarillado
CT-00019260,01-06-613-7947-000,Francisco Jose Tovar Campo,6260922 CBBA,Residencial,R2,C0:4D:A5:68:45:57,03/26/24,ACTIVO,"1/2""",Agua Potable
CT-00019261,02-11-805-5825-000,Andrea Santamaria Roda,3686840 CBBA,Residencial,R3,BC:F0:4F:90:05:4E,06/05/11,MOROSO,"3/4""",Agua Potable
CT-00019262,13-08-277-8874-000,Ernesto de Anglada,9011729 CBBA,Residencial,R3,A8:53:72:33:47:30,08/26/20,ACTIVO,"1/2""",Agua Potable
CT-00019263,10-12-265-5809-000,Isaura Izaguirre Cárdenas,8191569 CBBA,Comercial,C,9C:8F:2A:DB:52:04,09/10/17,ACTIVO,"3/4""",Agua Potable
CT-00019264,08-17-159-7105-000,Sabina Tania Fabra Sainz,4856687 CBBA,Residencial,R3,16:30:3A:A1:CD:2D,06/27/11,ACTIVO,"1/2""",Agua Potable
CT-00019265,07-16-876-4782-000,Olivia Muro Carpio,4379411 CBBA,Residencial,R4,1E:06:6D:30:07:CB,02/12/12,ACTIVO,"1/2""",Agua Potable
CT-00019266,12-12-369-2290-000,Anita Velasco Calzada,6410627 CBBA,Residencial,R1,1C:11:93:91:63:7C,08/03/21,ACTIVO,"3/4""",Agua Potable
CT-00019267,14-02-134-7339-000,Alex Teo Quintero Corominas,8082992 CBBA,Residencial,R4,ED:F0:A5:84:49:27,09/17/13,SUSPENDIDO,"1/2""",Agua Potable
CT-00019268,06-12-454-5069-000,Blanca Figueras,5385514 CBBA,Comercial,C,5E:02:88:D3:B9:19,08/31/24,ACTIVO,"3/4""",Agua Potable
CT-00019269,03-12-297-9692-000,Simón Carbajo-Pomares,1282917 CBBA,Residencial,R3,08:B4:DD:71:FF:2B,01/28/15,ACTIVO,"1/2""",Agua Potable
CT-00019270,10-14-445-5710-000,Pelayo Javier Rios Alberola,5259011 CBBA,Residencial,R4,0C:86:11:BF:F6:40,10/26/17,ACTIVO,"1""",Agua Potable
CT-00019271,04-19-099-4440-000,Virginia Viana,8974283 CBBA,Residencial,R1,6F:0F:1D:27:72:96,10/25/14,ACTIVO,"1/2""",Agua Potable
CT-00019272,07-13-171-5383-000,Hernando Meléndez Alcalde,7804484 CBBA,Residencial,R2,30:A2:80:E3:FA:6C,07/26/11,INACTIVO,"1/2""",Agua Industrial
CT-00019273,10-02-186-4476-000,Amarilis de Lerma,6600019 CBBA,Residencial,R2,02:32:CC:70:5D:01,11/21/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019274,06-14-440-0773-000,Roldán Alarcón Nogués,8886861 CBBA,Comercial,C,21:7F:2B:48:42:B8,08/31/17,MOROSO,"3/4""",Agua Potable
CT-00019275,07-14-810-5473-000,Marco de Alemán,8595350 CBBA,Residencial,R1,AA:C6:C3:4F:9A:F6,01/29/12,MOROSO,"1""",Agua Potable
CT-00019276,03-07-884-9732-000,Faustino Tadeo Dueñas Salcedo,5513437 CBBA,Residencial,R1,6F:A2:66:0C:7C:D6,03/13/17,ACTIVO,"1/2""",Solo Agua
CT-00019277,08-01-112-4421-000,Nadia Alegre-Pons,5859024 CBBA,Residencial,R4,54:0C:05:95:38:FC,05/31/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019278,06-13-884-7187-000,Rocío Maestre,3149267 CBBA,Residencial,R2,43:4A:CD:C9:56:0C,02/22/13,ACTIVO,"1/2""",Agua Potable
CT-00019279,04-09-248-4380-000,Josefina España,5002023 CBBA,Residencial,R2,49:BA:DD:4E:4E:1B,04/12/18,MOROSO,"1/2""",Agua Industrial
CT-00019280,07-17-523-0799-000,Emilia Velasco,8291513 CBBA,Residencial,R3,52:79:9E:49:8F:17,04/10/19,INACTIVO,"1/2""",Agua Potable
CT-00019281,07-16-457-9290-000,Candelario Coronado,5716804 CBBA,Residencial,R3,84:83:3C:5B:4A:2C,07/30/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00019282,01-14-323-6768-000,Luciana de Guzman,7042251 CBBA,Residencial,R1,D3:CB:9B:6E:25:AD,02/02/22,SUSPENDIDO,"1 1/2""",Agua + Alcantarillado
CT-00019283,12-15-497-3104-000,Regina Marqués,2057209 CBBA,Industrial,I,27:D7:80:9A:0B:EE,09/13/12,ACTIVO,"1/2""",Agua Potable
CT-00019284,06-10-045-0666-000,Félix Vilaplana,6832653 CBBA,Residencial,R3,FE:91:B0:9C:FB:4D,05/15/18,ACTIVO,"1/2""",Agua Potable
