numero_catastro,propietario,ci,direccion,zona,distrito,manzano,lote,superficie_terreno,area_construida,uso_suelo,matricula_ddrr,valor_catastral,impuesto_anual,latitud,longitud
10-09-284-6812-000,Samuel Jiménez Araujo,5763994 CBBA,Av. Blanco Galindo N° 4318,CHIQUICOLLO,2,346,27,399,160,Industrial,3.01.1.29.7038301,857850,1286.78,-17.455997,-66.152187
09-10-689-2636-000,Gala Marcos-Cifuentes,1464708 CBBA,Av. América N° 1592,SARCOBAMBA,14,461,14,541,486,Industrial,3.01.1.95.5535127,1030064,1545.1,-17.412882,-66.188935
08-03-076-9018-000,Gala Marcos-Cifuentes,1464708 CBBA,Av. América N° 612,CHIQUICOLLO,9,521,41,960,411,Educativo,3.01.1.60.2578999,1512000,2268.0,-17.395771,-66.128161
10-10-520-2814-000,Gala Marcos-Cifuentes,1464708 CBBA,Av. Circunvalación N° 2115,LA CHIMBA,9,992,2,226,83,Industrial,3.01.1.79.7743125,389172,583.76,-17.383337,-66.136456
13-09-191-4279-000,Gala Marcos-Cifuentes,1464708 CBBA,Av. Beijing N° 623,VILLA BUSCH,14,857,30,175,100,Residencial,3.01.1.88.3283329,156275,234.41,-17.441079,-66.17261
11-13-144-9029-000,Gala Marcos-Cifuentes,1464708 CBBA,Av. Blanco Galindo N° 3580,MESADILLA,3,572,27,905,205,Residencial,3.01.1.55.8941574,715855,1073.78,-17.433057,-66.14137
10-12-154-4544-000,Emma Vélez Reig,4930568 CBBA,Av. América N° 495,LA TEMIBLE CARA CARA,2,829,24,628,244,Educativo,3.01.1.85.3939128,827076,1240.61,-17.433553,-66.144331
11-17-066-6658-000,Emma Vélez Reig,4930568 CBBA,Av. Blanco Galindo N° 1213,SARCO,9,34,2,295,105,Industrial,3.01.1.87.9499605,700330,1050.5,-17.425977,-66.175843
07-10-323-7645-000,Emma Vélez Reig,4930568 CBBA,Av. Beijing N° 3778,CHIQUICOLLO,6,256,13,1054,638,Educativo,3.01.1.31.3433067,2323016,3484.52,-17.459963,-66.157847
10-07-055-3487-000,Albert Vicente Mesa Sánchez,7720477 CBBA,Av. América N° 3354,COÑA COÑA,11,151,23,1079,817,Salud,3.01.1.41.2100870,1334723,2002.08,-17.434256,-66.144061
12-07-590-7716-000,Albert Vicente Mesa Sánchez,7720477 CBBA,Av. Melchor Pérez N° 2377,LAS CUADRAS,6,527,47,759,97,Mixto,3.01.1.26.8886471,1012506,1518.76,-17.421736,-66.131724
10-12-728-1033-000,Samanta del Mulet,2890814 CBBA,Av. América N° 4255,CHIQUICOLLO,15,536,32,1139,762,Comercial,3.01.1.79.9278869,2734739,4102.11,-17.387231,-66.179881
12-08-946-0404-000,Samanta del Mulet,2890814 CBBA,Av. Circunvalación N° 1660,ALALAY NORTE,10,903,24,808,548,Mixto,3.01.1.19.5852747,1365520,2048.28,-17.392243,-66.214109
05-20-259-9378-000,Samanta del Mulet,2890814 CBBA,Av. Circunvalación N° 1789,LA TEMIBLE CARA CARA,4,55,13,1061,702,Residencial,3.01.1.83.4879750,1437655,2156.48,-17.453541,-66.129448
05-14-145-6760-000,Samanta del Mulet,2890814 CBBA,Av. Melchor Pérez N° 2387,NORESTE,2,621,21,1050,319,Industrial,3.01.1.76.4720042,2234400,3351.6,-17.421248,-66.15505
09-11-765-3252-000,Samanta del Mulet,2890814 CBBA,Av. Villazón N° 904,NOROESTE,2,795,27,456,110,Residencial,3.01.1.49.4158993,964440,1446.66,-17.382126,-66.196303
04-07-513-9260-000,Flora Peñas Folch,6662852 CBBA,Av. Melchor Pérez N° 1575,COÑA COÑA,13,980,9,1028,343,Comercial,3.01.1.90.3092269,1025944,1538.92,-17.429749,-66.155106
05-12-459-6823-000,Flora Peñas Folch,6662852 CBBA,Av. Villazón N° 530,VALLE HERMOSO,7,95,12,271,174,Mixto,3.01.1.81.7204044,422218,633.33,-17.43371,-66.11024
10-16-524-8701-000,Flora Peñas Folch,6662852 CBBA,Av. Villazón N° 1780,TEMPORAL PAMPA,11,633,24,201,137,Industrial,3.01.1.35.7655784,289038,433.56,-17.372476,-66.139498
05-04-197-8386-000,Rosalina Patricia Palomino Atienza,1190849 CBBA,Av. América N° 1968,MAYORAZGO,7,675,9,1106,594,Mixto,3.01.1.17.8416511,1380288,2070.43,-17.446497,-66.163982
01-04-708-9563-000,Rosalina Patricia Palomino Atienza,1190849 CBBA,Av. América N° 4317,LAS CUADRAS,3,4,9,532,358,Mixto,3.01.1.91.1580631,1226792,1840.19,-17.455754,-66.152385
07-15-829-9371-000,Rosalina Patricia Palomino Atienza,1190849 CBBA,Av. Circunvalación N° 4136,SUDESTE,6,420,31,740,554,Educativo,3.01.1.33.1359386,1383800,2075.7,-17.401552,-66.200878
07-06-669-4081-000,Rosalina Patricia Palomino Atienza,1190849 CBBA,Av. Beijing N° 2380,LAS CUADRAS,3,942,20,935,599,Educativo,3.01.1.87.4316943,1842885,2764.33,-17.402339,-66.18886
14-12-106-6063-000,Rosalina Patricia Palomino Atienza,1190849 CBBA,Av. Villazón N° 4444,CALA CALA,11,298,12,304,139,Comercial,3.01.1.30.5226670,259008,388.51,-17.421342,-66.117063
02-15-161-0662-000,Blas del Verdejo,7935768 CBBA,Av. Villazón N° 2728,ALALAY SUD,15,524,42,1031,281,Comercial,3.01.1.50.9460864,1678468,2517.7,-17.452199,-66.126713
12-03-775-3156-000,Blas del Verdejo,7935768 CBBA,Av. Villazón N° 3190,CALA CALA,13,590,1,932,335,Salud,3.01.1.73.4025787,930136,1395.2,-17.358844,-66.152257
05-11-496-9470-000,Úrsula Julián-Lara,8286185 CBBA,Av. Beijing N° 2608,LACMA,9,150,46,1150,159,Educativo,3.01.1.31.3959035,2165450,3248.18,-17.42117,-66.130018
07-06-075-7996-000,Úrsula Julián-Lara,8286185 CBBA,Av. América N° 4416,LA CHIMBA,3,413,46,1072,999,Salud,3.01.1.60.6441125,767552,1151.33,-17.39721,-66.180745
06-16-640-0347-000,Úrsula Julián-Lara,8286185 CBBA,Av. Beijing N° 4643,SUDOESTE,1,346,48,845,262,Mixto,3.01.1.83.4183281,1412840,2119.26,-17.371053,-66.15438
06-12-658-5618-000,Úrsula Julián-Lara,8286185 CBBA,Av. Beijing N° 3104,ALALAY SUD,6,909,24,407,261,Residencial,3.01.1.84.2919451,450549,675.82,-17.388444,-66.172849
06-06-684-6618-000,Úrsula Julián-Lara,8286185 CBBA,Av. Blanco Galindo N° 4126,TUPURAYA,13,584,1,668,414,Educativo,3.01.1.63.5537843,635936,953.9,-17.407555,-66.163745
07-02-025-1242-000,Zaira Anguita Piñol,4739659 CBBA,Av. Melchor Pérez N° 3431,VALLE HERMOSO,11,242,9,414,383,Mixto,3.01.1.65.6447706,753480,1130.22,-17.384737,-66.153649
10-06-175-7384-000,Zaira Anguita Piñol,4739659 CBBA,Av. Melchor Pérez N° 879,CHIQUICOLLO,6,812,2,257,156,Salud,3.01.1.78.1376876,398607,597.91,-17.462693,-66.132646
03-17-896-0554-000,Teófila Tapia Perelló,4496382 CBBA,Av. Blanco Galindo N° 4756,HIPODROMO,8,962,42,1171,442,Mixto,3.01.1.47.3067837,1939176,2908.76,-17.45161,-66.151459
04-20-565-1435-000,Teófila Tapia Perelló,4496382 CBBA,Av. Melchor Pérez N° 3750,QUERU QUERU,5,643,19,487,418,Industrial,3.01.1.50.7541690,1151268,1726.9,-17.404646,-66.170751
04-01-548-4648-000,Teófila Tapia Perelló,4496382 CBBA,Av. Melchor Pérez N° 4110,QUERU QUERU ALTO,8,657,13,500,341,Educativo,3.01.1.41.9045939,763500,1145.25,-17.412022,-66.130174
06-08-763-4250-000,Teófila Tapia Perelló,4496382 CBBA,Av. América N° 2091,LAS CUADRAS,2,721,13,1106,779,Comercial,3.01.1.80.5985866,1928864,2893.3,-17.37289,-66.175539
04-04-442-9224-000,Paula Chamorro Sabater,6276153 CBBA,Av. América N° 4376,NOROESTE,1,875,41,1179,1010,Comercial,3.01.1.92.4995971,804078,1206.12,-17.410732,-66.135111
08-13-487-0039-000,Paula Chamorro Sabater,6276153 CBBA,Av. América N° 881,NOROESTE,6,472,3,1186,680,Educativo,3.01.1.62.2489853,2006712,3010.07,-17.359169,-66.156667
10-03-591-6642-000,Paula Chamorro Sabater,6276153 CBBA,Av. América N° 3660,MESADILLA,2,94,32,818,169,Mixto,3.01.1.52.9539177,1444588,2166.88,-17.455162,-66.149665
03-01-107-1843-000,Paula Chamorro Sabater,6276153 CBBA,Av. Beijing N° 2668,NORESTE,6,902,32,1025,896,Residencial,3.01.1.64.4741981,2089975,3134.96,-17.434724,-66.176319
07-04-137-5974-000,Paula Chamorro Sabater,6276153 CBBA,Av. Circunvalación N° 3098,ARANJUEZ ALTO,1,961,25,524,364,Salud,3.01.1.83.2364692,500420,750.63,-17.407467,-66.131442
10-16-698-8578-000,Adolfo Prat Sanmiguel,5659342 CBBA,Av. América N° 2670,USPHA USPHA,14,547,37,455,255,Educativo,3.01.1.84.4905700,641095,961.64,-17.417683,-66.139531
10-05-674-5679-000,Adolfo Prat Sanmiguel,5659342 CBBA,Av. Circunvalación N° 2306,ALALAY SUD,9,594,39,1186,62,Salud,3.01.1.70.6814606,1279694,1919.54,-17.453672,-66.10139
07-18-148-7190-000,José Ángel Mosquera Cantón,3825936 CBBA,Av. Beijing N° 2432,COÑA COÑA,1,849,38,537,211,Educativo,3.01.1.10.8964123,1108368,1662.55,-17.44396,-66.175627
03-05-762-6294-000,José Ángel Mosquera Cantón,3825936 CBBA,Av. Beijing N° 1349,KHARA KHARA ARRUMANI,12,926,41,1147,1038,Comercial,3.01.1.26.9484576,1586301,2379.45,-17.378415,-66.140421
06-14-409-5777-000,Valerio Ferrando Infante,2056350 CBBA,Av. Circunvalación N° 3230,VALLE HERMOSO,9,279,12,328,229,Mixto,3.01.1.28.8035285,214840,322.26,-17.40139,-66.123152
02-18-634-4808-000,Valerio Ferrando Infante,2056350 CBBA,Av. Blanco Galindo N° 1161,KHARA KHARA ARRUMANI,5,631,40,253,253,Mixto,3.01.1.70.2369181,381524,572.29,-17.4436,-66.142339
08-17-492-7229-000,Valerio Ferrando Infante,2056350 CBBA,Av. Melchor Pérez N° 4254,CONDEBAMBA,10,366,45,338,185,Mixto,3.01.1.63.5447072,439738,659.61,-17.409149,-66.17939
10-07-898-5635-000,Valerio Ferrando Infante,2056350 CBBA,Av. Circunvalación N° 1597,VALLE HERMOSO,12,665,24,941,664,Mixto,3.01.1.18.1674610,665287,997.93,-17.363841,-66.172987
12-12-870-7554-000,Valerio Ferrando Infante,2056350 CBBA,Av. América N° 3636,HIPODROMO,11,123,32,652,415,Comercial,3.01.1.89.1186561,1049068,1573.6,-17.347498,-66.162245
10-02-840-0784-000,Miguel Ángel Casas,5205566 CBBA,Av. Circunvalación N° 4216,QUERU QUERU ALTO,7,79,36,754,211,Mixto,3.01.1.39.5612205,1768130,2652.2,-17.388314,-66.160048
08-13-940-6206-000,Miguel Ángel Casas,5205566 CBBA,Av. Melchor Pérez N° 1733,MUYURINA,15,473,35,576,265,Mixto,3.01.1.19.1295485,1202112,1803.17,-17.397321,-66.128752
12-12-312-3830-000,Amancio Bonilla-Villaverde,7133770 CBBA,Av. Beijing N° 4770,HIPODROMO,2,345,11,598,527,Mixto,3.01.1.90.8128392,389298,583.95,-17.37129,-66.197824
10-12-821-3079-000,Amancio Bonilla-Villaverde,7133770 CBBA,Av. Villazón N° 251,MUYURINA,12,778,37,339,100,Industrial,3.01.1.10.7552616,804108,1206.16,-17.366463,-66.15103
03-01-554-6644-000,Amancio Bonilla-Villaverde,7133770 CBBA,Av. Beijing N° 4518,NORESTE,14,109,43,1070,741,Residencial,3.01.1.16.5417664,2668580,4002.87,-17.397981,-66.129159
15-18-754-0318-000,Isaías Royo Fiol,5218474 CBBA,Av. Melchor Pérez N° 4986,TUPURAYA,8,153,25,551,531,Industrial,3.01.1.63.9560465,1328461,1992.69,-17.392232,-66.140372
10-06-738-9851-000,Isaías Royo Fiol,5218474 CBBA,Av. América N° 942,TUPURAYA,1,788,37,432,125,Educativo,3.01.1.39.4910190,348192,522.29,-17.357235,-66.179882
02-10-573-3101-000,Isaías Royo Fiol,5218474 CBBA,Av. América N° 3307,VALLE HERMOSO OESTE,12,575,26,193,56,Residencial,3.01.1.46.4903707,154014,231.02,-17.42413,-66.14834
09-17-629-9489-000,Isaías Royo Fiol,5218474 CBBA,Av. Blanco Galindo N° 3367,SARCO,6,526,7,692,252,Comercial,3.01.1.90.4110879,1080904,1621.36,-17.385102,-66.20912
09-05-748-6395-000,Liliana Heredia Arana,9449769 CBBA,Av. Villazón N° 1086,CALA CALA,9,88,40,558,404,Industrial,3.01.1.20.7154344,723726,1085.59,-17.419134,-66.202654
08-05-565-4633-000,Liliana Heredia Arana,9449769 CBBA,Av. Circunvalación N° 2616,MUYURINA,11,613,7,773,701,Salud,3.01.1.15.7990078,1130126,1695.19,-17.456294,-66.144047
03-12-691-5740-000,Eligia Valls,4853870 CBBA,Av. América N° 1576,PUKARA GRANDE SUR,4,680,17,1000,185,Mixto,3.01.1.78.5271611,1000000,1500.0,-17.445326,-66.154829
03-18-664-5793-000,Eligia Valls,4853870 CBBA,Av. Blanco Galindo N° 4977,MESADILLA,5,67,42,1186,815,Residencial,3.01.1.54.1425097,781574,1172.36,-17.436057,-66.17788
12-18-775-1183-000,Eligia Valls,4853870 CBBA,Av. Beijing N° 1997,SUDOESTE,10,950,18,326,65,Residencial,3.01.1.75.6326886,325674,488.51,-17.419737,-66.137389
02-11-634-3035-000,Eliana Busquets Jove,2807930 CBBA,Av. Villazón N° 3042,SARCO,2,558,4,964,313,Salud,3.01.1.55.6687015,2167072,3250.61,-17.419374,-66.132449
11-14-603-3002-000,Eliana Busquets Jove,2807930 CBBA,Av. Melchor Pérez N° 1586,PUKARA GRANDE OESTE,13,361,15,606,398,Educativo,3.01.1.37.2169441,832644,1248.97,-17.449618,-66.167562
12-06-890-9482-000,Eliana Busquets Jove,2807930 CBBA,Av. América N° 1872,MUYURINA,4,772,32,685,117,Salud,3.01.1.27.4264709,1706335,2559.5,-17.455016,-66.123392
01-18-605-8857-000,Eliana Busquets Jove,2807930 CBBA,Av. América N° 1308,TAMBORADA PUKARITA,1,554,49,794,128,Residencial,3.01.1.96.6248938,508160,762.24,-17.409682,-66.128621
03-05-062-8649-000,Eliana Busquets Jove,2807930 CBBA,Av. América N° 3542,PUKARA GRANDE SUR,8,9,36,1097,116,Salud,3.01.1.86.7037387,2456183,3684.27,-17.418618,-66.125642
06-05-792-9651-000,Mar Roda Cerdá,7368151 CBBA,Av. América N° 3110,TAMBORADA PUKARITA,2,237,48,1056,774,Educativo,3.01.1.69.5260706,1827936,2741.9,-17.380251,-66.160501
06-13-126-8189-000,Mar Roda Cerdá,7368151 CBBA,Av. Beijing N° 1883,MAYORAZGO,6,293,33,167,122,Mixto,3.01.1.21.9335871,312624,468.94,-17.435286,-66.132698
01-10-840-4184-000,Mar Roda Cerdá,7368151 CBBA,Av. Blanco Galindo N° 3296,SARCOBAMBA,8,172,3,853,251,Mixto,3.01.1.21.6880337,1190788,1786.18,-17.421614,-66.171966
10-10-683-8423-000,Mar Roda Cerdá,7368151 CBBA,Av. Blanco Galindo N° 655,TUPURAYA,13,859,29,590,197,Industrial,3.01.1.46.2395027,1117460,1676.19,-17.455172,-66.155473
06-10-587-8621-000,Valentina Cobo Fortuny,9336097 CBBA,Av. Circunvalación N° 3562,VALLE HERMOSO,4,296,11,885,251,Salud,3.01.1.45.5675239,793845,1190.77,-17.395918,-66.196966
09-14-821-1641-000,Valentina Cobo Fortuny,9336097 CBBA,Av. Circunvalación N° 4921,CHIQUICOLLO,13,557,26,807,118,Educativo,3.01.1.58.7081755,1772979,2659.47,-17.443238,-66.129601
07-03-522-8870-000,Valentina Cobo Fortuny,9336097 CBBA,Av. América N° 3099,KHARA KHARA ARRUMANI,15,248,43,1074,919,Residencial,3.01.1.24.7821291,2617338,3926.01,-17.44944,-66.120105
06-13-758-6497-000,Valentina Cobo Fortuny,9336097 CBBA,Av. Circunvalación N° 2179,LACMA,1,808,7,572,160,Salud,3.01.1.39.7173139,1332188,1998.28,-17.445905,-66.151535
03-11-375-1566-000,Amado Barrio-Quero,6741387 CBBA,Av. Circunvalación N° 2524,PUKARA GRANDE SUR,5,424,11,477,358,Salud,3.01.1.70.3527452,1186776,1780.16,-17.407166,-66.167923
03-13-715-5787-000,Amado Barrio-Quero,6741387 CBBA,Av. Beijing N° 4488,SUDESTE,1,849,31,890,378,Mixto,3.01.1.68.6815537,1441800,2162.7,-17.395379,-66.151297
12-15-756-0950-000,Amado Barrio-Quero,6741387 CBBA,Av. Beijing N° 1114,COÑA COÑA,10,338,44,812,134,Educativo,3.01.1.13.9168930,1252916,1879.37,-17.451291,-66.107848
11-02-508-1031-000,Amado Barrio-Quero,6741387 CBBA,Av. Circunvalación N° 830,MAYORAZGO,3,89,18,1068,402,Mixto,3.01.1.55.8208025,789252,1183.88,-17.427503,-66.193505
10-12-555-0282-000,Vera Peláez Sánchez,3897631 CBBA,Av. Circunvalación N° 2724,VILLA BUSCH,3,712,14,1012,827,Comercial,3.01.1.31.4003344,2527976,3791.96,-17.40576,-66.180034
02-06-898-8839-000,Vera Peláez Sánchez,3897631 CBBA,Av. Melchor Pérez N° 2118,1° DE MAYO,12,87,24,1184,796,Industrial,3.01.1.52.6824540,1614976,2422.46,-17.458876,-66.140674
11-09-153-9930-000,Vera Peláez Sánchez,3897631 CBBA,Av. Blanco Galindo N° 1438,1° DE MAYO,5,270,28,830,336,Salud,3.01.1.71.5221319,1517240,2275.86,-17.422007,-66.116892
06-17-459-2040-000,Gertrudis Gallart Busquets,3765364 CBBA,Av. Villazón N° 2320,TEMPORAL PAMPA,10,339,25,874,158,Salud,3.01.1.81.8642073,567226,850.84,-17.400591,-66.166335
04-06-991-2628-000,Gertrudis Gallart Busquets,3765364 CBBA,Av. Melchor Pérez N° 194,PUKARA GRANDE NORTE,8,510,18,150,92,Educativo,3.01.1.36.2254170,235200,352.8,-17.459854,-66.125228
06-19-274-5602-000,Carmelo Navarrete Fuertes,1516169 CBBA,Av. Blanco Galindo N° 2912,ARANJUEZ ALTO,4,78,22,301,236,Educativo,3.01.1.55.5325342,515914,773.87,-17.391972,-66.187252
05-17-696-1762-000,Carmelo Navarrete Fuertes,1516169 CBBA,Av. Blanco Galindo N° 2887,KHARA KHARA ARRUMANI,14,116,19,1026,822,Comercial,3.01.1.86.9296089,1554390,2331.59,-17.387835,-66.169011
15-05-347-1449-000,Carmelo Navarrete Fuertes,1516169 CBBA,Av. Circunvalación N° 2414,CONDEBAMBA,1,302,25,915,471,Comercial,3.01.1.52.2210021,1863855,2795.78,-17.423262,-66.175735
14-19-794-6984-000,Jose Carlos Gustavo Querol Lledó,4165604 CBBA,Av. América N° 4934,SARCO,12,3,48,1012,309,Mixto,3.01.1.78.4026170,2508748,3763.12,-17.357076,-66.18503
05-12-492-7384-000,Jose Carlos Gustavo Querol Lledó,4165604 CBBA,Av. Beijing N° 3592,LAS CUADRAS,13,313,36,483,82,Residencial,3.01.1.83.4376416,646254,969.38,-17.453794,-66.136351
10-19-233-1675-000,Jose Carlos Gustavo Querol Lledó,4165604 CBBA,Av. Blanco Galindo N° 469,VILLA BUSCH,3,631,41,263,208,Salud,3.01.1.91.1430819,633830,950.75,-17.351756,-66.16972
01-08-957-0111-000,Jose Carlos Gustavo Querol Lledó,4165604 CBBA,Av. Villazón N° 3979,TEMPORAL PAMPA,4,183,30,505,278,Mixto,3.01.1.52.7823466,999395,1499.09,-17.412027,-66.195918
03-05-128-4311-000,Jose Carlos Gustavo Querol Lledó,4165604 CBBA,Av. América N° 3942,VALLE HERMOSO OESTE,4,422,43,730,682,Salud,3.01.1.67.9508259,855560,1283.34,-17.458314,-66.130695
13-03-486-3045-000,Vicente Galvez Guerrero,6792311 CBBA,Av. Circunvalación N° 812,ALALAY NORTE,12,447,1,269,177,Residencial,3.01.1.35.3053258,634033,951.05,-17.442831,-66.142616
13-03-008-2370-000,Vicente Galvez Guerrero,6792311 CBBA,Av. Blanco Galindo N° 1134,USPHA USPHA,3,127,43,808,419,Residencial,3.01.1.30.7200180,1202304,1803.46,-17.390128,-66.210999
14-14-525-1052-000,Vicente Galvez Guerrero,6792311 CBBA,Av. Circunvalación N° 2553,NORESTE,13,608,5,521,72,Residencial,3.01.1.90.7097940,1004488,1506.73,-17.427819,-66.193754
07-18-652-4844-000,Manola Márquez-Villalonga,8375913 CBBA,Av. América N° 2988,NOROESTE,10,408,18,816,298,Salud,3.01.1.21.3016249,1039584,1559.38,-17.455929,-66.128396
11-10-297-4855-000,Manola Márquez-Villalonga,8375913 CBBA,Av. América N° 126,TEMPORAL PAMPA,4,483,32,1085,355,Mixto,3.01.1.32.3779226,1994230,2991.35,-17.404615,-66.140682
09-05-161-0983-000,Manola Márquez-Villalonga,8375913 CBBA,Av. Circunvalación N° 1368,MAYORAZGO,11,291,45,475,263,Mixto,3.01.1.73.2236004,476900,715.35,-17.428204,-66.138727
02-19-153-8649-000,Marta Ibarra Arranz,2479383 CBBA,Av. Villazón N° 2050,TUPURAYA,15,468,16,672,154,Comercial,3.01.1.14.2697801,817824,1226.74,-17.40268,-66.154563
02-16-065-0997-000,Marta Ibarra Arranz,2479383 CBBA,Av. Melchor Pérez N° 3971,PUKARA GRANDE SUR,7,239,13,248,222,Comercial,3.01.1.12.4074615,227168,340.75,-17.39186,-66.165605
09-02-741-6218-000,Marta Ibarra Arranz,2479383 CBBA,Av. Circunvalación N° 3046,QUERU QUERU ALTO,12,138,41,722,408,Industrial,3.01.1.72.2891071,745104,1117.66,-17.352795,-66.180215
05-07-990-6788-000,José Espinosa Mir,1309422 CBBA,Av. Villazón N° 2430,NORESTE,13,586,24,1181,208,Industrial,3.01.1.32.7371324,1038099,1557.15,-17.423678,-66.149688
06-19-962-8706-000,José Espinosa Mir,1309422 CBBA,Av. Villazón N° 1329,TUPURAYA,15,414,3,1171,188,Comercial,3.01.1.24.9682352,1802169,2703.25,-17.420758,-66.118516
11-19-252-9629-000,José Espinosa Mir,1309422 CBBA,Av. Melchor Pérez N° 1626,TAMBORADA PUKARITA,5,441,13,765,466,Educativo,3.01.1.21.7106453,555390,833.09,-17.36219,-66.180449
10-15-171-2192-000,Ciríaco Bustamante Ramis,7229573 CBBA,Av. Villazón N° 3015,TUPURAYA,7,442,29,738,472,Mixto,3.01.1.81.4332051,983754,1475.63,-17.414876,-66.129657
05-07-336-0390-000,Ciríaco Bustamante Ramis,7229573 CBBA,Av. América N° 530,VALLE HERMOSO OESTE,13,502,45,923,387,Mixto,3.01.1.76.8273888,1407575,2111.36,-17.345902,-66.172685
04-03-050-5373-000,Ciríaco Bustamante Ramis,7229573 CBBA,Av. Melchor Pérez N° 181,MAYORAZGO,6,882,46,264,233,Residencial,3.01.1.88.7839209,204864,307.3,-17.420064,-66.136512
05-20-683-6558-000,Amor de Bilbao,3931480 CBBA,Av. Melchor Pérez N° 4497,LA CHIMBA,2,920,16,1151,918,Industrial,3.01.1.52.1205059,1397314,2095.97,-17.434037,-66.139845
10-04-561-7528-000,Amor de Bilbao,3931480 CBBA,Av. Blanco Galindo N° 3276,TUPURAYA,9,295,50,340,319,Industrial,3.01.1.14.3615875,610640,915.96,-17.392934,-66.183403
12-16-053-2162-000,Amor de Bilbao,3931480 CBBA,Av. Circunvalación N° 1130,KHARA KHARA ARRUMANI,14,165,46,306,179,Salud,3.01.1.34.6771645,204714,307.07,-17.415601,-66.199103
14-14-493-3558-000,Alberto Jordá Méndez,1759440 CBBA,Av. Villazón N° 102,TUPURAYA,13,443,21,286,273,Industrial,3.01.1.51.5422910,574574,861.86,-17.39114,-66.128362
07-02-308-5326-000,Alberto Jordá Méndez,1759440 CBBA,Av. Villazón N° 1252,MESADILLA,3,770,38,1189,503,Industrial,3.01.1.71.1148098,2895215,4342.82,-17.380847,-66.145905
04-15-636-7095-000,Alberto Jordá Méndez,1759440 CBBA,Av. Villazón N° 1989,MAYORAZGO,5,613,50,868,263,Mixto,3.01.1.30.2185074,1474732,2212.1,-17.451449,-66.124458
03-05-677-6221-000,Alberto Jordá Méndez,1759440 CBBA,Av. Circunvalación N° 4432,LACMA,10,879,15,827,343,Salud,3.01.1.15.7292784,549128,823.69,-17.436271,-66.158035
12-18-876-3757-000,Santiago Domínguez Recio,2045952 CBBA,Av. Circunvalación N° 2075,PUKARA GRANDE NORTE,15,771,37,199,160,Salud,3.01.1.37.1321510,416905,625.36,-17.408416,-66.197594
10-17-737-9013-000,Santiago Domínguez Recio,2045952 CBBA,Av. Melchor Pérez N° 4274,QUERU QUERU ALTO,11,988,11,571,62,Educativo,3.01.1.27.1439545,1008957,1513.44,-17.425878,-66.138332
13-10-524-8214-000,Santiago Domínguez Recio,2045952 CBBA,Av. Blanco Galindo N° 4657,MUYURINA,2,240,30,872,238,Educativo,3.01.1.48.9140336,776080,1164.12,-17.392242,-66.132534
13-14-426-7596-000,Rosalva Bonilla Suárez,4957778 CBBA,Av. Villazón N° 4459,NOROESTE,3,488,26,309,197,Salud,3.01.1.99.2228344,563307,844.96,-17.429821,-66.179608
09-07-258-2375-000,Rosalva Bonilla Suárez,4957778 CBBA,Av. Melchor Pérez N° 4869,TUPURAYA,9,77,27,1077,932,Salud,3.01.1.10.5831189,1360251,2040.38,-17.381715,-66.195089
11-05-145-9422-000,Rosalva Bonilla Suárez,4957778 CBBA,Av. Melchor Pérez N° 1098,VILLA BUSCH,2,246,13,891,155,Industrial,3.01.1.68.6406848,1632312,2448.47,-17.371916,-66.183858
13-01-380-0991-000,Paco Medina Angulo,4459243 CBBA,Av. Villazón N° 2651,VALLE HERMOSO,3,391,6,891,758,Comercial,3.01.1.72.2304095,1884465,2826.7,-17.372255,-66.157726
01-06-651-1654-000,Paco Medina Angulo,4459243 CBBA,Av. Beijing N° 3394,ALALAY NORTE,13,311,9,877,856,Salud,3.01.1.46.9526386,1478622,2217.93,-17.415886,-66.167884
05-04-157-9036-000,Paco Medina Angulo,4459243 CBBA,Av. Melchor Pérez N° 3967,VALLE HERMOSO OESTE,2,338,47,1172,968,Educativo,3.01.1.64.8405796,2268992,3403.49,-17.359637,-66.167567
03-04-992-3517-000,Carla Coronado Sarmiento,3583235 CBBA,Av. Beijing N° 777,CONDEBAMBA,3,574,8,941,748,Residencial,3.01.1.24.7006858,749036,1123.55,-17.435842,-66.172644
03-05-166-6451-000,Carla Coronado Sarmiento,3583235 CBBA,Av. Beijing N° 335,LAS CUADRAS,4,367,15,481,152,Comercial,3.01.1.66.8586661,550745,826.12,-17.453648,-66.159016
